title,published_date,source,url,date_only
"sat reskrim polres bangkep pantau harga pangan di pasar salakan, pastikan stok aman. - polri",2026-03-16 03:36:16,Polri,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPN2p2SGZuTGRUX05TWW1YbDZidlNENndITlVXSXQ5LXRtOWIzWmVnb1cxV2lzZHZCMEV3WGQ3cEJNX1MwMVFtOVFFSUdZY3hhenJaN2hvYl90bUhjZThvRmZmbnNVMVFJV1FudjU0Q0d6RDJWOEdQUGdSTjZaSDBDbVRwbDZEZXB0aDVPdkw1RnVmT3J6THJEei1oTzMzcmNRemo0N0RYWG03bk1zODhwRmg4amtQVnZ2QXozQkoxWWFiUEFTdW84bUVhQlJwb3dSa3A4?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-16
"kasus serangan andrie yunus, ancaman bagi pembela ham dan lingkungan - mongabay.co.id",2026-03-16 04:57:15,Mongabay.co.id,https://news.google.com/rss/articles/CBMipAFBVV95cUxPTjczeWpVQ29RcXFxUTZWc3VpOXN4ajJDeTk5TGVjYXdTcG5oVktVVGtnZlNKcl9lZlBkR0pfcEVNRHpuc3k1a0psUzMtaDdQSDNLSjVSd0twX2ZoWTRMRFZCdmtPQ1pQc0l2UGVsTWtBelhFRWV2RmxfWHlMX3ZFQWxfMENvNnhtWldMYjRfXzE4Y2wyNGcwcTdGOEgxZndpYWxPaw?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-16
"penyiraman air keras ke aktivis kontras, depa-ri usul tim pencari fakta dan ungkap dalang pelaku - hukumonline",2026-03-16 05:10:27,Hukumonline,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPd1BrNVFOc2xxTXlWb0Znb0lpWWEwRXEyVUFleXI1UjJwZDNNTDliQVc1SXFpRjlnVGpmQkVmM3JkWjhvdks1ZkZTNlVkUVF2clV1TzEzWlQxcDVuY0FEb0ZmbmJIVm5TTkVBQ3VjYnhLckxSSjJhOXhnQi1pU2N3M2pEOFB3Yzd5UW53dWZoaHpmb1U3bzJrRHZ2WkRVTGJoTTBDTUN1RnpLY3VUMFFJOG84QmVrd2RnM29qY3VBS1AwMFdudWItNzhQRzdGVEhud3FvTlE1Z3Z2T3lJdHZnbmxYOHo?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-16
"harga beras hari ini, 16 maret 2026: harga beras asia berada di bawah tekanan penurunan. - vietnam.vn",2026-03-16 05:15:43,Vietnam.vn,https://news.google.com/rss/articles/CBMilwFBVV95cUxNeE5kU0t4QWZxdEhqU1V6bUNCdjZfRDlKRl83dEtTS0pvaXZzUGNtMEZrWkxjSmRHQnRvWnV5VXB0U19nYUNlR3JvV2ZUSXB6VXFoNTkxaTg4OFJRbkFQZ1RqM0pNVlVZNlQwSXpIWTlTbjdIdktKWFRuZWhVM0RRemJSbFVpSEFWM1Y5Y0JkMDBEVGJGelhR?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-16
mendag pastikan harga bahan pokok stabil menjelang lebaran - metrotvnews.com,2026-03-16 06:42:06,MetroTVNews.com,https://news.google.com/rss/articles/CBMiogFBVV95cUxPdzBqSFl3RHctcmtSa0tucjY5RVY1d19jQmVmWlNhRTh2b2dGUWpsdTNFMmZiVEtTbjFqMG9iMk9mSGE3LUt6dHJtY0VDQW5UWktURkJUaVVNRENzaXVlV1lpbDhDSTluMVloR2JCSXpSZ3g2VUpxS1RtTDNicEF2VGRwaVIteTRIOHg3c3FSRll4UURYZTl4Snp0RFVKRElOSVE?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-16
dua terdakwa kekerasan terhadap jurnalis di pati dituntut 4 bulan penjara - jawa pos,2026-03-16 07:00:00,Jawa Pos,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPMlp3R01neUhCWWd4N0NkQXUxZ2JrYVJxNk1RUHNPYXVFb2dieUFTX0R3TEhveXJUWHdJdDczSERYcmhGdEF5TC1MTGVuYXlHVVdzcHpaaXB3M3FHTXphOGZqZU92dnJobkYxZlA5OWpvM1VTdmhFaEpyVV90M3QxTEZJTGNlY2xkSF9BSTc3MEpYcGV3S0hQWGNVb2szcXcycjJkVXk2c29VdWIxczJNR0N6VmtFUHBib3Vn0gHAAUFVX3lxTE0tQ0NmRWlWc2pndzFtWjhnZ0VmemZEcUc0QWZBMU9uZ1ZuczREM3dZNEQxa2ZDN3FUdXUyV0V1VVZIbXVMMlhOY1Nid2NOcm5KaktsUkFrcUhRMndBREd3aEFuak44cUlRS3lSOWpqU2haTUVSX0pnd1EwcWdnZjAwODJyRUU4WUdaMjR5MnBmeU8zd3NETzdaVGtnR25IYUNrUmRpdlJqaThhb2ZQT2tsS0k2anJ1cmRLcGl6bGtlRw?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-16
bulog jember pastikan stok beras aman jelang lebaran 2026 - asatunews.co.id,2026-03-16 09:05:08,AsatuNews.co.id,https://news.google.com/rss/articles/CBMickFVX3lxTFB5ak8xeUVBQ1l5Zk12cWJmWC01TS1jbVBRdmk3RXFjQmtsZnJSNDk1OVdxM1NkaVdKNUNiNnl5a3JyQkRxTnFaNjZZZzk2QU1JRlUxQUtJTlJZbnV2akttVTE2SjhtcDBBTlZnNFI4Ql9hdw?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-16
"harga pangan jelang lebaran sulit turun, ternyata ini biang keroknya - bisnis.com",2026-03-16 11:08:01,Bisnis.com,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQTEFFVm12V3piTm8wTHBCV3FTUGhsZUlxRDhIU1UzREg2YUR4MWhCcEdOblBrU003aFBZSk9GRDVid1NjZjhRRmpFZzlOZDhrYk1SX1FOTkJ0OVlVZjhKbWlRRjdpWFEzUm1ydG9KNHFqMkJacUg0OXJya2M4MFhzS01iQnlCNFhud0hIVGZsbW5Pd2ZlNXNLLVJac0J6dk1Gd25XVUpDUnJGNWlpRmNYSVpfUWo4anpYVU1Z?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-16
"harga beras 16 maret 2026, kualitas bawah hingga super naik tipis - marketeers",2026-03-16 11:33:55,Marketeers,https://news.google.com/rss/articles/CBMilwFBVV95cUxQZXFoRkJQdVd4ZkRGc3VORXVCU3JxUUkzb05rcGFoMS04eUVibk8yTVVldlhwQlQ5Vlo4WE5TRFdTd2xaTHdldi1rNDFMdDlsZmk1VUpNN3JtZEhkSGxfbEJla2Q2elhkRjFXeThkaFdQZE56NDIzd3RUbWRtTmdRZkJUbngxV3Rlbm95SlB5YU9zLXA4bXZj?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-16
"kejahatan: pelaku penyiraman air keras terhadap aktivis kontras andrie yunus 'berjumlah empat orang', kata polisi - bbc",2026-03-16 11:34:23,BBC,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9VSU1BTHJUbmhVS1BIODdOdTNCVTZLS3lYTk5xYkJ4SUl4UF9pRWxuT0RiaXFGdWd3ajBSTmVFa1VhellSajVjbEtzUEttVnFrREVwUW8wRUVOekxqd1IzS9IBZkFVX3lxTE9BMG5VVXJGQU5DYllwTHFDaHVEZVplalU1cHAyR3dIQkFsblNZSmFKNVpxM0dENllZYTFfSE5QV1NPMTdDREZUZmJ6VDdRNVR0V2JCVHFSSzcya042RmVOc0pGUnI1dw?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-16
"cegah kelangkaan, pemkab bantul awasi stok beras dan minyak goreng - jpnn.com",2026-03-16 13:30:00,JPNN.com,https://news.google.com/rss/articles/CBMirAFBVV95cUxPYUN1VkM5V0FzUWQxZlFMbkNmQUt4R010YXptbEE3aTdqaVZxa2dUWkdWc1VfZDdULTlJcHVsakZCR1dGclRWa2VJc0tiM1JyYlRvaXB1N3lHc0J2UV8wLU5BbG9PNXgwVldlUzlVV2k0c25va01JQVQ1bVJVVzNBZDRaUzdiWFdXNGc4SThtNDNzX1lBRXlyZHlnaEdSaWdQOUlPV3l4b1g1djEz?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-16
sphp tetap jadi andalan kendalikan harga - harian mercusuar,2026-03-16 14:44:25,harian mercusuar,https://news.google.com/rss/articles/CBMijwFBVV95cUxQVG5URlRuRGV6OFMta0pEbWZORmRhbzNVNGo3VDY1dFdpcTU5Uk1CanRjUnRUcjRjdjYxa3ZkaXhIRE0ybWNHcEtXdFBkNE1SajVxZ2hhell4UEZOVjg5Qi16WGl5ancyTFpsSzFpczhPTzVwVDVZRlVDd2JwaGoyb2RsVmpZRWtoTUZxYWJLbw?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-16
video kondisi aktivis kontras andrie yunus yang disiram air keras - 20detik,2026-03-16 15:15:22,20detik,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNN3RVdnl1bG9xeGtOeldNdTdwdjdhV0xrejZnYkZOWUJsd241SmRBekhoRGhuUjViUTZ0QmJ3Z2hZM1g3QmNpX3d1OWtHQzVMN0RieWY3OGtScEZaWXFzWDRfeVR3QTB2VEIzVTA2UURCQ0dSWFBHOTY5MkFxZmJkVm5zalRWTTJjckdCY3l0SjdxQlVmTi13aFRkTDFlVVlGZ1haN3dHWXVZOUhkM29USmxrTzNxN1ds?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-16
satgas pangan polda kepri pastikan harga sembako di batam jelang lebaran masih terkendali - batam pos,2026-03-17 00:00:09,Batam Pos,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOd3VIa3lPZ0NfZEZLVkxJV0h3elA0SVVXQk1pakNHTGpZcTJPRmhMSDB6cXJ4c2RocUMwbUFJTzJzbnFwSnY4SmxtVC1sZVM0RkV5dDA0Q0FRSzgtTURKNUVrRGp1dDNyMmZBb2VDR2FNcFJrSzljSU5USVoxbGNaYmxUM1ZDanhINkhlX0xFS2I0VjJMUTViZlFJRzMxOUQ3TUZrbkNqRlRnS0I0NHpJeTNUeGRVNG42WUtseUQ3Sm1FUQ?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
10 info terkini perkara aktivis kontras disiram air keras - detiknews,2026-03-17 00:38:44,detikNews,https://news.google.com/rss/articles/CBMingFBVV95cUxQVXJFOVltLUFUem9yTFY0X2hvbkU2RlBkQkF3M3pJVDBpUmVlQlk2dUU2ZktOa0FPeGRmSVRYclc1WTZvY2VmM2RfWHZraUFWSU5oTnNlVkJobE5uU1JIa2pkdmd4b0tDWjVEeF8wZ0hOQ3dxaGJSZ21kNnB6UElyTU5waVpVNXdSdzJOSzhMcjVFNTB2UEZMQ2RTU2czZ9IBowFBVV95cUxOYjB3SzZQY09zRGFFQ0VJNTEycWI3aDZPb2ZYSW9oa3hfaWpMVHVjbkhwWGJBalpuTXZXZ05wdzRCR1BGdHVQQ1VTM1ZRb2dlR3NSSHI3WWVMNnY4bzNaZm9ocDlGMUhoclRHemlNdGtxSTVPdU5UbUJSLU9PZzhQZ0RDTHRQbmt3T19PT3Z0UlhwY25UQVNVNmtaTkI5NFhueXJF?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
berikut! perkembangan harga bahan pokok pangan dan barang kebutuhan penting di kota serang - ppid kota serang,2026-03-17 01:00:05,PPID Kota Serang,https://news.google.com/rss/articles/CBMiygFBVV95cUxNc0dpTktZb1RIUW92UjRvMlBLZ3RvbnFuaGZNX1dFaE1HU2YxU1ExbkE5aDRaa2NCbWROWWJVY003N214enBXeEc4U29pLUFSTjBJdkhTWDR2UkhfdjJGX1pKdDRiOU40VjhFa2ZISXQxMjlzSXF3NmZDenNJNGc4elBmZl85N0lNMHRPTTJDQUJHTE5WZmkyeURxYmxuLVBvbEtMSzhPRFpGQ3pSSEVFbktSa1dRNXZDdTlOSnNiMWx5WEh2UUtSTzF3?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
statistik harga produsen beras di penggilingan 2025 - goodstats,2026-03-17 01:33:10,GoodStats,https://news.google.com/rss/articles/CBMilAFBVV95cUxQYkJsbXJjTTU0blVVQzlYbzY0ZDBJRTIzVzRVUG55dnl5QnF1TkxONnV3V1owZTc2SDVsbXFnSDBGRmFwZW8yTzF1b0t2YThyeVlFWmtidUF5VDdfaV9zaGk5eU9Sekk1eFZzcGpOSU9fZWpnd0Zuc0F2dm5hNUZLeGtLZVBFb2VocnZSWUJIaW5FaVhQ?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
"harga produk pertanian pada 17 maret: harga kopi turun, harga lada dan beras tetap stabil. - vietnam.vn",2026-03-17 02:15:29,Vietnam.vn,https://news.google.com/rss/articles/CBMihwFBVV95cUxNdV9aSzAwc3E1RE5TTUxmUTNaTDBpd2xuNy1FMk9wQzZubHFTSUVrUWVKNFQwajRrazBaR1lVYW9RcUlsR1AwR1QwQ2h2aEZ0RFVaTVhKeW1OLWJvVmN6YnAxa1hURHlKci1YUi1fbnRuUmliMVhXMlZ4bW9ZNDNsaEZvcW5EbDQ?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
harga beras dan minyak di pasar matahari relatif stabil - rri.co.id,2026-03-17 02:35:00,RRI.co.id,https://news.google.com/rss/articles/CBMinwFBVV95cUxNN01LdmViTnFxLXJXZUhTVkNQMm5vVEhqX0h1OGNSVXFITHlDa0xIR0xjel92T3BqRjJyam9VVVZudnp4eDIyTXpUNDJzX2FrcmdZTm1KX3FFamMyUDlUcTk4NC1vZzVnU1FncUtSTGQ2OUxQQ1BPUUpvSlk3N0FucXM4UjNXWkJFOWY0Z21JZExaVUZJX3R5MHA3QXp5VGs?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
"harga cabai rawit merah di jatim tembus rp85.950 per kg, ayam ras rp41.550 per kg - suara surabaya",2026-03-17 03:23:07,Suara Surabaya,https://news.google.com/rss/articles/CBMiygFBVV95cUxNOV84T0xxVmw4UVY0cTB5Nl9hZ0t5RVVjNUx5b1c0MkloV1FDMmpPSURweXBfZWhyS2lTc1dXSFdmNklPckJWM0wxclNuRmJIV09nWVdPcFJkNk9sdXZRRDM4Rm5JdktGZUlGZWtaZzN3bm53RzBNVVVFa0EwNTh5aGNYV0ZHOVE4QXhDOW1Ka05QWlBDdHRnTVhTaS05cW9Pc0Zvb3pRLTVLRWVWS1VISjk5MGRhQnBZMTJYNFc5bnY5bmNDbkxKX3d30gHPAUFVX3lxTFBEa0VuamNVMG1PNFg5TXNlZmg0VHc1N1prb0pKQ2p0VTliX1hXYVlRUjkxUU5iaTd0UHRSekFWbk9TLU1CNmFldTljZ0pwdmttazNLLXlqa1hFM0FjOVN5MHctbWxGdDI5SV9ROXB3M19XLTJ2MU9HdjR0c2NpemNyWnhGVTlhN1o1TnhZR24zVDh4eGFXNS1zMXpITGxWNjdrQjVURTdEMjN0ZFdRdFlMc2s3elFYYWduSGRvZzluaHJfZWx4YzRYd2FXaEFSUQ?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
menelusuri jejak pelaku penyiraman air keras andrie yunus - hukumonline,2026-03-17 03:44:02,Hukumonline,https://news.google.com/rss/articles/CBMisAFBVV95cUxOc0EzanJBX2ZHb19WZW5vREtIdTAwSkJGZ181WnFnMDFNWmhOd3h2QXI0ajhyQXhqelRCTGlCRmtHQjFKakcwQThEUlVCcjVVV0QzOUVtVEpOZDhaVXh4aWtYNU5TbjZuTkM2YnFkZ1JyUVJ2WFA5S3FFM09ob0tQVlVjclFQYUVDN1hfWGRpTHY3ZHJiWmlKWmhVc0JpU091RmJXSllWOUFzcnRRVlJrNQ?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
"pastikan stabilitas harga, unit tipidter polres banggai kepulauan sidak pasar salakan - polri",2026-03-17 03:47:14,Polri,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQY20tQmV0RkJBTTV3VUJhcS1QZnI2aTlCOVBYMEREMllyLWxBMHNtd3dIN0dMOUlQZ3QteUQzRG5CV00yTEpscm91eUNYWWJQdjBqaFAyalFKMHVyTGl1b1ZFYUZmMUFXV3VMN0ZJWXRVYkRNZm9vckR3UFIzbUI4R0Z6SlhwNlFKSF81QW11UmlnRjZIbmNlSnNsWHh3ZW9NV0xVX2gxX1hoai1RZG8zRFhjdVYyQXppelg3a05KaXJSWFRpWHNSM0JLbFNiZXI3VGxz?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
"unit reskrim polsek banggai sidak harga pangan, pastikan ketersediaan beras di kelurahan lompio - polri",2026-03-17 03:52:18,Polri,https://news.google.com/rss/articles/CBMi4AFBVV95cUxQUVJYd19CRXRQNHhkektFTzhhdGVsUmdrc05udlNhdU1pMHdGb3owbUlrenc2aG9iOVd0R0xXVU5zOVUzOEkzdFFFOHFZb3BmcjM4ajNZZlNSbV9xck9HYVNPd01nNkZsMDBTUm4zaE51U2Z3dU1kVHNUM3dTYmxSTktyVjZxSlFlTWswbm1qSFNpRTU1TXhFQ1hDYURqVHdiOUxMR0lxMjdtSVJMMUpqRm1OVjY1VFozTDhUNHVqRGxxV3VDLWs3RWd6MHlzLTJYTWtHZnptMTNLd2x6ZmJVbg?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
"jelang lebaran harga cabai rawit tembus rp90 ribu/kg, cek harga pangan terbaru disini! - medcom.id",2026-03-17 03:56:00,Medcom.id,https://news.google.com/rss/articles/CBMiygFBVV95cUxPVkpIRkx1U2o1VzlqNjUyRkQydHRQelN5cEhsQzhvQ2NiM3hzWjRxUVFqVnhSWmwtQjAxX1NrZF84eWpvMUljUkJtNlNZV29rYVB1V3QyQ1E1UE1WenVvNlYxNUdCQlNsLVl0V1Iyejc0WHZMQ2E0VURRN2gwRjVUak1jREZxM3p6VkJtYjdZcXFlbmpqaG1qTVFtZkZMakltaXBWZExOelNLOEtJT2UwQXJvNHpHRkZWS3FFZURtV1RMY21wbzdRRS1B?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
"harga beras hari ini, 17 maret 2026: harga beras ekspor om 5451 turun. - vietnam.vn",2026-03-17 04:22:18,Vietnam.vn,https://news.google.com/rss/articles/CBMikAFBVV95cUxNdDhaWVBvdnFUQWtGcFZtQ2tQLWRUVGdCZ3V4LUJHZkM2QmpudGZQdzZjYVhLQXdWNkVGdnA2SlVKNEw1UEhUb1lfWEd6UzZHckw2aTh4MDY5a2NVa1NOZU5zTnhmcG9wcHlBRnlxanplZGVDS0FkVnBnQnZJYVhaT04wcUw2dUJ4LXNmRFZib0g?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
bukti ngeri andrie yunus disiram air keras: helm melepuh dan baju meleleh - detiknews,2026-03-17 04:27:45,detikNews,https://news.google.com/rss/articles/CBMisgFBVV95cUxOREJXMXVZYnNnRVpQdmhEM0RzUjZsT0JSay1oLVRaZzl3aTMxU2RKODUyRVFjNmZZLVR5aEJhTm9EM2hLbW1JX1F3UkV3Z1lHX1haaDVSRDF3bEVBeWNrZ2FRN0R1bGFFWmhVM1JEWFB3dHlfa1h2WFlHckJCRnUwVEZncS1NbjYxY0JLQWN2T0FEMkREX3RtcFhpaFh6M3JjTVJ2eWhfckJ1Um1EdnZaVXN30gG3AUFVX3lxTE8zOXZSUXh1eS1vVGZEUENlZXZlZjZCbmVSdXk2bldyNTI5TC1kWDhyaDJrMGpXZWFSS2ZHc2hBWUFncXk5WUFia21BVXNvSlVOUW93OE9uX1V2WTNIZGxBNHFIakpUMUtYdkJ1cnZDOWNVbzNCX21XOTlLbVdkeUhhdnZXcTR1UlJnSzl2aHZhTFBmdW11YXdUeUNrc3N0SU9LM0FOTXVjNFpmdUc5MTMyVmxXQzJIaw?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
"disiram air keras, rscm ungkap kondisi andrie yunus - dw.com",2026-03-17 04:41:02,dw.com,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOU1Buc2dNNFVuamtWMWs4SjVPM0Y0OFk5UUxadWQxZ2g5TWpuSDgyZW5yQUxqUUtxSnA4RnJUY1ZvMm5lb2xLeW9IeXVrNWx5NUpWUkVqR0lTS1pqRG14MXNPdUhoMHE5ZWllRmxrUmpjM2tEWkRQT292ZEJENDhfYUpxLXpWOW14ZUdR0gGLAUFVX3lxTE83U0NpVk5jM3pnR1FPQjVOSmNuOXAyUHZDRkdOckFjSjFkakxlV0lvbmVPS1gxYm43cEFQcjZwM0NMcjFocU9KdUd5V3N6WW94YXM3cU9yNFhIMFM1V0tnM3kzSWhVVE16a1lZSHZ2ODdRWkdZdTBqZEROaW5CZVV2M2thNTEwTzl4dFk?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
"pedagang akui lebih nyaman jualan partai di pasar mangkurawang, penjualan beras lokal ikut terdongkrak - niaga.asia",2026-03-17 04:59:22,Niaga.Asia,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQMkxQQTk5V0NDcXhISXN0c1FEQTBMQm04Ql9pTXI0WEpMdXBCNFJBTVlzNExiSkhfV2VGNU1lZExFd1ljU2QwTUZvN0R1V0VxdGpzaFBPRnhUWTVVWk4tWmtwR0h0WFZFYXhJMU04TzBmWnN0TFhxUDVJXzF5NVB0OERVaVBNYnFKNmhqQ3Jva0FIVnRTUmF1OXMycUlGUnJORVBMbE1fVlFfbVpQR3pvUENuT1VPVWRvTUVZaGs1OUFtcWc?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
laporan khusus: pergerakan harga dan laju inflasi pangan pada bulan ramadan 2026 - data indonesia.id,2026-03-17 05:00:00,Data Indonesia.id,https://news.google.com/rss/articles/CBMivgFBVV95cUxOVVRPWGpPeDFrMTZ1OE56QWpRYUdEcEFvdkZoSW81TE1SWDZwa3ZMMHJGbHo4TU50M04wV3lkVWJoWXFtYS1NcW9uSmx3RUFhNzdhY21zSEIyYm82NkVMSjJVeWg0Smw5QlFxVm9qM3lnX3BhekZsWnhyQU5aNlhRVFNEZXFfTThYYjNjUlRZX1laZUlsb2p6VWtHMDNxRTdxRDIzaHprbno2ZTB3TWwxMjZDbC1GSklYMUpoQTdB?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
"harga beras hari ini, 17 maret 2026: secara umum tidak berubah, daya beli tetap lemah. - vietnam.vn",2026-03-17 05:24:25,Vietnam.vn,https://news.google.com/rss/articles/CBMilAFBVV95cUxQNDlaVGFaQVAxZVZhVzFHTnBydGVVNTc3OFNhUVRwWDRyRWh1NXBkYW1GTk9GUjQ0eVZ2bVdCUTBtUG1FQmNqVTVSOE5Ud2tBdHpwalJ6azRSdi1rQkV6SGJ4WXhJZ0RUUFdmR0R4amtjTUpHcTU0Q2g0ZDRMSnlUSUc2OHlmM3ptay1qRHlfUXlrMXhs?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
"simak harga cabai, beras, hingga daging ayam terbaru menjelang lebaran - metrotvnews.com",2026-03-17 05:33:17,MetroTVNews.com,https://news.google.com/rss/articles/CBMirwFBVV95cUxNUTRrWEZ3UGpPS203LUVfRGpwUGN6MWdNNHZCV1BmQm1vVWlKWlBmS3FOODJoa0hVM0doRnJtUkwxb0hVajF5eG43cUJVbVY2NVV3S1d6dDhVVVJtQnJWV0p0b3N2dThLTktHcHl6ZjNRWE9tai1sX1g4OGllOXNMWmZhMkg2a1g4SjBReU11dG81eDFvZlBzeWcyMHc5ZlhBaWtrd29hcl9LUnVNam00?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
"sidak gudang, wawali palu: stok beras hingga minyak aman - radarpalu.jawapos.com - radarpalu.jawapos.com",2026-03-17 06:08:21,Radarpalu.Jawapos.com,https://news.google.com/rss/articles/CBMipgFBVV95cUxNTjhZNGJFQ0R6MU4yZk9Gb0VYT0FiR21uZXV1ZU5aRWdhWDEwdlJDZF9kc29CRm91LXoyM1R5ZExhSkpXa3p1M2tkTzNBaTRtakVTdUc4Mk10bUtHZ2xQQzkyQVVMNVVGVFd5eUVHVGpIYmF2MnloeGVkNDNRQnIzWWtwdUpLT0ItSVRDbFhYbENYNi1iZVJSS3UzazJGUGd4WHNiaWhn0gGrAUFVX3lxTE1wNTN5MjZJMGdybWJuYnd1NlIxNHpqS0NTbFp0eVBrVWl5MnRaVjJkbTV0MHN3YnlwQUlCQVdQWldOWVRlQnNmNzgzX2Y1Q01oVXJOVUlQYV9udU0yNExsd3JYdk1PNzRtUFJGT3FSVkc5X1NUOEdhX2lSZ1pJbmd4dHM4amo4a1FiMkJTbDVZZ1VmQ2JCN0twb0gxdm5YUGVzc2M1NUJMR2E4Yw?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
"daftar harga pangan terbaru: beras, cabai, hingga daging per 17 maret 2026 - info ekonomi",2026-03-17 06:16:50,Info Ekonomi,https://news.google.com/rss/articles/CBMipgFBVV95cUxPa2g2c1Ztc0FXVDVvekNpSWE1aTRUbkVRdkoyWDZ4RFpTQWkwMUVEdG93WVNoeTBlLURCTFRaYk1sXzJ3SzhUN0prRkRwVU12alg2ZVFtM0N0dUJ6aVBpU2tmNDFnTXZiODgwd1dRSmRhTW5sS1JaZzlOSHNuLThQdXNJMWVUeDVDc1hQbGprbVlSVU9jRWsybS1QZWlGb0hlWXhLekl3?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
satgas pangan polda maluku temukan kenaikan harga telur & beras di ambon - malukuterkini.com,2026-03-17 06:24:42,MalukuTerkini.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxNV3gtdExUYll5WmNrZ0FPV3gxeVR2QjBxbkhWYzlEUV9GZXBjcTdfNlRfU1NtYWV3MG5vZVdDMFF1dHBaaWQ2VTlSelRHVXYtd0tfY3VpS0pLQXFKZnZra0RYbU84OXFlNGtzTDlraUNfTnRFOVJmS0wzdW9QdVJILWtuWVdRRXFRd0p4MzNXUkJUZTZKandNcjIxcTZfbEc3QkhyNnlJdzItWC02WDZTWTFB?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
"harga beras, sayur di bali 17 maret 2026 beserta pangan lainnya - idn times bali",2026-03-17 06:47:54,IDN Times Bali,https://news.google.com/rss/articles/CBMitAFBVV95cUxNVFRYRFBWRnZCdjlwZnBlcThlLVhVYTd4NHlaNGpVX0xyYXdmSktzT3NwRWtSSHJLRDJfQjQyeE0tRzVNdzA2RTVxc0x6U1JWakNkVlp3cEZWeVRFaU5xaXhDYnhYczJuZFlSQ3d3VVlSUWJHbU5SSE8xRWtwVFNFLUZKblAtV0ozc2t2SS0wdjVHTXo5bVlGNzZSbjh4U1VKS0QxeTJvQnoxTk5FdEl5YUJacVnSAboBQVVfeXFMTllEbXR0Y0V2Nm9NbWkyS3Jyc3pYXzVBcEN1cjRjc2FSc05SSFV3Q3ZEZjhuS3BZbjNxclRkemtBWGZoVmp6MEpsRUd6Um5SdWlaRmNsS1lRNUlRR2ZFZzdzcXZGV0FxdDlmUFdhWnFDeE5GMnd5Z3llU2tXYmJGelRZX3JQVVplQVMtMTR3V0FWY2VuVUZfbUNvcGJvRTh2cVNwWFQtZ3VJZmpHaXo3TmF0SWRkczFjZzZB?oc=5&hl=en-ID&gl=ID&ceid=ID:en,2026-03-17
