title,published_date,source,url
"CCTV Kasus Andrie Yunus, Eksekutor Ganti Baju Usai Kena Cipratan Air Keras - detikNews","Wed, 18 Mar 2026 09:57:22 GMT",detikNews,https://news.google.com/rss/articles/CBMiswFBVV95cUxPOVNHNzNFZHFjTmo0WlBBUTdRM0RJUEFFWW9tNkJXTEJETVpDWXdIM2hvZGtjUEZwU0hsbzRhUzhMYmNFN3BQNEtjZWdfSUZvTWVaUmNlaG92MVNIN29JVmNxdUpCRzNCM2VDOWpSN1llZGlBdUxKYXpHU0ZYQ0JvU1VOZ2lIdmNLWmlVYUgxTjhWUldPMktuZC1uakk1Z1RVcE5ZWW5GUkNZWTBMVzZDTEtaQdIBuAFBVV95cUxQWFJ1V0NsRHVKS1FfcHRCYlh5Tkg0SGRHMU5tdFhvQXkwOGdiWTQycFVCX1ZER2NGalMwQUdJQjI3WTU2WmRvcFFMUGxqUWNGcXh4ZXl4YmNxQndSTWtCMUpacWMwek1pLWhYUEVQYmdGQUxmR20zMzFoci1aZFlwNXA2R1IzR2dvUU1CS0ZkTzJDTF9HWDFkZnkzU2ZvdzNhT0JYTEJxaC1SOHViMjdGZG45TEhsQ2kt?oc=5&hl=en-ID&gl=ID&ceid=ID:en
LPSK Berikan Pengamanan Melekat ke Andrie Yunus dan Keluarga - MetroTVNews.com,"Wed, 18 Mar 2026 07:51:52 GMT",MetroTVNews.com,https://news.google.com/rss/articles/CBMipAFBVV95cUxNOEFTdXltbHlEdjJqeFpueVBNMjNadmJjYlhZNUpLY0puQU4walppdmRBMWMtU1V5WjlIemhteEFlc01ISHNwQ09udVBWdkNKTHNneUtMdlhCTGt4c0VETktOY0lWR194TkNBWW1VdUM4Sk9Ga1hXYi1DT3BTOVBjZDJzT1hwSkpiWUFYWU8xTUtQNlhJbkVCZm9TUkVlb29ZdnkxYg?oc=5&hl=en-ID&gl=ID&ceid=ID:en
KontraS: Kondisi Andrie Yunus sudah membaik dan dirawat lebih lanjut - ANTARA News,"Wed, 18 Mar 2026 10:24:37 GMT",ANTARA News,https://news.google.com/rss/articles/CBMirgFBVV95cUxOb1NMSVk1ZndnSzFpdUJyRkpKdGstWXZDWC1EUjJNMGxBOXUzQl9GQlk5eklPeUhUNGJOLWhXTExKb2NHTXh6ajFxeFI4OS1FLUpRaVRvR0lnM2I3bVBZWHJxaXJhbDhic3FfZnpEXzRMMEtsYWI1T1d1VjdUNkVMZmlKU3RsUUx3c2Vtb0pRR2QxSVcxNEZuQ25sc1BzUFh6STZKUjBxZ3VLWmI2eGfSAbABQVVfeXFMTlM5dFdfaW1sUlZyc1p2Qkc5QnQtWUlpNFpfbC1zR09PSzdHeWUzOG92YnE0VVRIRUpOQU1neGZKYjlCajFEOVQ2MXA2emJVQm1uZUZ1UU16ZGJMZUZReUhzQjZLOUNPUHN3QTVGVlMycmp6b0N2U0VIYWFyek5QMXhFRUlCM2lleFJscFBURzR5LVR6QlpxdTdraGJReGRkcGJZOTFEcFZhNWJVel90ZVI?oc=5&hl=en-ID&gl=ID&ceid=ID:en
TNI: 4 Anggota BAIS Tersangka Penyiraman Air Keras Andrie Yunus - Bloomberg Technoz,"Wed, 18 Mar 2026 08:50:00 GMT",Bloomberg Technoz,https://news.google.com/rss/articles/CBMitAFBVV95cUxOdEZjSEVON3JRWjhscEo1SXRiS1VrUVpsWk5SWjB3ZFVkYUVIWVpPdGFLWms4c1ZwancyT1hoWmVpRHp0d2REajVhWVRjX0UxdlJqY2xzVndtR2E3QnA3bnhRRzJhcXZXSGIxbE9CdzkzU3FIcWV6RmhNUXp1Z1plczA3eXcyLWx2ZThTRmRjY2dLN3VMMTFsUnVET1NabENlWndVZVY0NnBjWGV0a2I5R2xyRzE?oc=5&hl=en-ID&gl=ID&ceid=ID:en
Polri Kolaborasi dengan TNI soal Temuan Kasus Penyiraman Air Keras Andrie Yunus - detikNews,"Wed, 18 Mar 2026 08:44:02 GMT",detikNews,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNZTJLYUFNMnJJcktMODlsUzVJbF82bVZHcC1YT3A3NjZncmgwMGlQNS1PMHBYUEZSVURPVEF0T2xWaGFqZE1GRDJhN2RpdnZOb1AwZ19jSzczVU9ORDhkeEZodXZyb0xyYTRuYld4YV96VVQ0U3NXUTJzcDVMa25jcHJjdFBJWVRaU2FNVXNneDRHUE45THlQRTAxYzNSSXFaQ2VISVRveDlwLW5TYkJyZW5IMmFJRzZ0ZGtj0gHAAUFVX3lxTE1LUmwyUXljUzJxYTVaZTRYY05nbFBMUm1aelpBUWNBV2tXNEVrZjF5TkRrRjFfcG1vU0Y3bWtIOFYtVUhzVlJSdmk3Y29tY2lXWE05aFNoQjZUdDlTWVltalVxVUVmN0dpT3V3ckxSX0FvZWNLSHpkTGFXcElpa3dVek42cS1vc3lWaElDYkxLbFY3OVpCUHVVanAyemFiTzdPZktnN1ltSE80dlRJaWpYSm1pU09pUnBSejRsSXZKWA?oc=5&hl=en-ID&gl=ID&ceid=ID:en
Menanti Janji Pemerintah Tuntaskan Kasus Penyiraman Air Keras Andrie Yunus - Hukumonline,"Sun, 15 Mar 2026 23:20:05 GMT",Hukumonline,https://news.google.com/rss/articles/CBMixwFBVV95cUxPSW01ckVFN25XcUJUblZhXzB4NTRMdmdVa3ltci1JN0RKXzl3dTZnQ0FDM25BUkhHQTVWLUFtcUxTSTlPWHN6T09PSXptMWN4NzlSXzE0RWcxSGpwczJsWV9pcTVvbXhSdXRaY0dSd3BoZHlROTVZZlJqUjdSY1FhcmFHblpEYlRFZVpzU0NxcmRYc0NHdkRMa1ZfblhTZ3l6bGlBekl2bFE4dTIxczROVExpRWZuRWhvaDJvU29fUkx6QURGNUg0?oc=5&hl=en-ID&gl=ID&ceid=ID:en
"Kasus Andrie Yunus, TNI Dalami Dugaan Keterlibatan Perwira Tinggi - Nasional - Bloomberg Technoz","Wed, 18 Mar 2026 10:40:00 GMT",Bloomberg Technoz,https://news.google.com/rss/articles/CBMitwFBVV95cUxNZFdGcXA0ZVNpd05iRFcyd1ZCeEV0ZVJ6U2M3OXZLM3JwaWdOVjhmRVFPb3I1bUdmTmdwU1h6UGlZSnAwdC14dkFpZW9PbXMxYllsenN4eVAtM0VCUmU3Y0dNbVJlQTVPOElrZkNOX1pFNGg3M2REUy1ZZTNYdTJ2NlFHRFI0TUdPT012VzVwd3ZIeG1wNjlwNVpLbXVFeEZGX1RwTGNqSWVMQ19KZ1VkWnpWd2pfMDA?oc=5&hl=en-ID&gl=ID&ceid=ID:en
Marzuki Darusman: Serangan terhadap Andrie Yunus Adalah Aksi Terorisme - CNN Indonesia,"Wed, 18 Mar 2026 10:14:46 GMT",CNN Indonesia,https://news.google.com/rss/articles/CBMizgFBVV95cUxQVkhkYml3a3R1TldyWmlpVExDZ0RrVmdwbFlob3k0V1FGSUR3b3RiRHQzWnVMWkg2SjZXal9MVmhFRGxzTUZrVU9lTndGcWZMSHJhTUxfSmlmallGYkNNTXh1TDV5dklyb0Y2eDlnekpUWUFRaG5aNzRNalRWODBacnZyYllkR2RtcS1UZWRBWVpzbGlMMk9LU3NFc09VYjA2TVVTdnBtS0VwUktNZ216Y0NwVkQ5WmFrRzlrY1ZaaWZRRGNkZ2JPZE82Tlc4d9IB0wFBVV95cUxNOC1YX3VSMk9GcEFnd1Y4NTE1LTJJRzI1ZHRYMnJMS3VpTmFyLUM3Q0daRDhaTng0Y3QtSloyOTZWRG5pNEhBYmdsNjRUbzN5aFB6M3VoeUxOcXBSU3BuMS1hMEdkYjFHMDVlb1RIZ2QwUXlnRGpnMElVcGNnRDhDOVo1Ql9ScjcydlNHbG92MmNqenloekJYM05YMlFTaVNHc1lzNTRqOERZTDNJY2phaW1CT1Z1NUZDcm1xa0dYS0VrMV93V0ZOdmRBdlBFMlBQTW9B?oc=5&hl=en-ID&gl=ID&ceid=ID:en
Breaking News: 4 Anggota TNI Terduga Penyirama Air Keras ke Andrie Yunus Ditahan - MetroTVNews.com,"Wed, 18 Mar 2026 07:49:26 GMT",MetroTVNews.com,https://news.google.com/rss/articles/CBMivgFBVV95cUxQX19RYWg5MnFUc3hxVkxiLWhaZFFfU3BITUtRaUtzOEdqSlVXemxZX2NUYXdELTBZVzQxYmE2RGh2UlJLTlJpNXZCMGxZbEQ1Y3JIdXV6a1N6VHBWOXg4WmxWS3VUTjhPMUV2U0lqV0FQbm5RcTRaNFNkcTNrRExJMmx2Tjd4WkdQOFM0a2dHUFAwUGRTUjBfUFlCSkRJVGpyTkxQSTB0ZzJpMnpJUDl3LUROd0wzcVBhZHJXNlhR?oc=5&hl=en-ID&gl=ID&ceid=ID:en
Polisi: Pelaku Penyiraman Air Keras Andrie Yunus 4 Orang Lebih - Bloomberg Technoz,"Wed, 18 Mar 2026 09:40:00 GMT",Bloomberg Technoz,https://news.google.com/rss/articles/CBMiswFBVV95cUxOZi1JbUZIMVRWcG9yVG1URjdxN05VQkd6TXN1UkVKcko4RnlTT0pZWHVtRjdPZWU0T3Y2a3hRNEU1OHhYT3pBUUlPa3E2T2M2MFduTmJsOUNXZmpDLUtLRU9QNjhGN0VwS3J6dGdpUUxIYng5aTVDY1Z6OFB0dm5ZMkVhUWNDdFNtZ3E3QmZmcFd1a21jaUdoQVVLVFQzWng1bzlIUk9zaVgxWFdYcXZrZDhEdw?oc=5&hl=en-ID&gl=ID&ceid=ID:en
"Mengenal Panja, Putusan DPR untuk Kawal Kasus Andrie Yunus - MetroTVNews.com","Wed, 18 Mar 2026 10:30:23 GMT",MetroTVNews.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxPSzVOM3dpYi1qRnVXQ01SOEtXRENiNUxiWjlJQjd5eFRCOTVUUmxVMmcwVVhKcXllc09fekNkMFNRdUducWFXQ05rbHBtd0t6b08xcUdtaGQ1cUxqaGlaaDZycXA3S1BFem9Xdm1naUtCeFJFWEw5WC1zcjEzTk1Jbzk5Z2t4emNRZVpVVXpfTWFMLVhmNFJsT1JJQm9PTmNq?oc=5&hl=en-ID&gl=ID&ceid=ID:en
Polisi Ungkap Wajah 2 Terduga Penyerang Andrie Yunus - Tempo.co,"Wed, 18 Mar 2026 09:23:27 GMT",Tempo.co,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOMFNsTTJHcElBZ1ZyMU5RZjM5czNNaEgxSlFNd1RyZ1FtZEN2dW5CU19Nd2k2dzFENGtlUzJMWWFPZDQzbm9BWGExT1c0NkNOejR3RGxPdTktY2E5WldLckVDVTB6cGhsa1UydGZUZmpRS0M1NmZNeWlFOHpZMDJ5a3hwNmJpNWV3MW9hS3hUeks1V2VfMm1tSGoyY1ppbXlqSkZtWVphZ2JGREFrNTR1YTRaaVNjVjVsTWc1R29wR3VVV21hSXl0dFVQaEZCOGpw?oc=5&hl=en-ID&gl=ID&ceid=ID:en
"Satu Terduga Pelaku Penyiraman Air Keras Andrie Yunus Berpangkat Kapten, Ini Pasal yang Dikenakan - Kompas.tv","Wed, 18 Mar 2026 09:16:00 GMT",Kompas.tv,https://news.google.com/rss/articles/CBMizwFBVV95cUxQZWF4UGZ6RUZFdGdWNW9lUkN4VUM2U2ZSTW5HYmpiWmplUTNrMnBYSnl0cW5IYXJfX0tXdFBNWjVSbWxTeE1XNy01R0lJS085UE45M21vMWNWSDlVRmotU2dWSjBPZTAySG4taF9PVTd6b1BWN0tzVk1FOEtoTEROSF9TMUZHeEhQcnBtdHFVdXRmOHcxRVQxUDZncm96T0lHUjMwNm5HRmRrSnk3U1owMk5TOUt1bk4zLUkzSF9QcXJqdkhPME1HWnhFXzFlU2PSAdQBQVVfeXFMUDJHN0R1blpxZjJzeEg2amdIMkxFT3RZTDlpZjhscG1XTHM0NXN5NFVjSWZwX09KSHNKakNHVjdwMzRmVWRGUEFILUt1SW1JMzVJZ2s5dFA1VlQ5TUp1Rm5iZGdzSFVoRDdqQy1mcHRKREQwMGVHSkZ3dy1jdUZDN01MQzEyT3c5eVN6c0FXSFNJYVVSMGtpaXRFS3FIVGdDcU83akVqYzVhVS01YlozR3VDbHBWMzc4bjBXQVNuMWRNR0RfYVp0SlFtZXRmbUhLOTNMb2k?oc=5&hl=en-ID&gl=ID&ceid=ID:en
Tok! Komisi III DPR Sepakat Bentuk Panja Kasus Penyiraman Andrie Yunus - MetroTVNews.com,"Wed, 18 Mar 2026 09:40:10 GMT",MetroTVNews.com,https://news.google.com/rss/articles/CBMisAFBVV95cUxNS3JwcFE1Q3R1dmpXM0d6Y19yNVpkMS1sMW81MlFwRkI5NngzcWZwczBSRDI0VGlJYUFsR2ZyeXE1QlZBSGJjcWEyNDVnUjZXcWlhVjRFWGlqdHhlZW1YWVV5STFsSUhjdnlMa2UzUFFCd3RmSVRXdTJHTUp2anNjUGZ6bUk2T2FGWVc2ZUNfOE1kRndpM3dNZnZBUUZXWDhWbXNYdngtUXktaF9zdTJjcg?oc=5&hl=en-ID&gl=ID&ceid=ID:en
2 dari 4 Anggota TNI Jadi Eksekutor Penyiraman Air Keras Andrie Yunus - Kompas.com,"Wed, 18 Mar 2026 08:56:00 GMT",Kompas.com,https://news.google.com/rss/articles/CBMivwFBVV95cUxNSmJDemxPWUlRQ0VSWEJnbGZWMnM1MDNmOS1pVVcxcUNPWTNvUzRhZkc5M3dwNGE0Z1JtcTdIaUlRLVFiWW1SaU1ZS0FjcS1pS2hSTzgxVUpsZjk1aGEwV1VkcTN5RXZWUU9nSERyaTNVT29PN1JEYVRtZXhoelVqRnd6cUJoV0JZYUYwTmlSTlM5eGtxSmJpQml2eDM4ek1Nc0ltSm1tNnhLeURqUTZ4UHhQMnRUNkVZejlyYWtfdw?oc=5&hl=en-ID&gl=ID&ceid=ID:en
Puspom TNI Masih Dalami Motif Penyiraman Air Keras Terhadap Andrie Yunus - Kompas.com,"Wed, 18 Mar 2026 08:36:00 GMT",Kompas.com,https://news.google.com/rss/articles/CBMiwwFBVV95cUxNd2x6bHNodzNmemY0dENWU1h0eEk4ZkhFR3hRNGJqZTVnM0g1bTZ1b0xURXhUWEx3eFBYSkZhSFBDS0g3UVMxRTZHUEM3ZGZ4T0FtbldxSWJzRHcwb2ppbXJzZTNHZGVCYTVVbEJ5enR4LS1GMFA2RFVwQmZ3WFFuWGExT2p4Qk9GS25jOGZuV3FIcWdyTEhmSjJfMlFWSWE5cVhCNkJoSlpkbHF3SmlnZWJQVFk1Q2ExYzRlSVkzWUREek0?oc=5&hl=en-ID&gl=ID&ceid=ID:en
Andrie Yunus Simbol Pejuang HAM: Indonesia Butuh Orang-Orang Seperti Dia - INAnews,"Wed, 18 Mar 2026 10:31:00 GMT",INAnews,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNZHZmVFVUMEFSdjZhY3pJU0hFQzVKOWR1c0ZyU3RnVXFYZmlQTVI4ZjB0SmZMZFp2dFpnQXNqaVlXSkdnTUd6STBDb2dLRnQ1alRzVzFCTGc1bWJYMmk1N1g2cVN6dncwQkY1MWdaRE5MTkRQVTEzTlFZU2Vmd3d3RFdZTlp4LUZYdVVnZUNzN1hWRTlMM1E0cUxNNTRwd2tkbEFxWDJiZ0xHQQ?oc=5&hl=en-ID&gl=ID&ceid=ID:en
"Wajah Penyiram ke Andrie Yunus Diungkap, Polisi: Asli Tanpa Intervensi AI - MetroTVNews.com","Wed, 18 Mar 2026 07:41:25 GMT",MetroTVNews.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxNczVhaXBNUmFqYjYzOTVoNGttN2JpVzF3T2pQM1RKNDFkekNBWXRLc2d6MDM3TGs1bWlBdW03eTJyZDhXNWRwczZyZE9BWUEzX0hZNlk1TE9nWHEtbkxxdHdxWEJ1MjhMRU90bVpnc05PU2U5b3hMNWg3dTl5cUpHNUNQY3dfSjl6Q3JRMUxwYlpRbUZ3NE00N3lQalBxckVqQ3FncnA1YTduLXo3TFBhMV9hcw?oc=5&hl=en-ID&gl=ID&ceid=ID:en
Kompolnas Apresiasi Polisi Transparan Usut Penyiram Air Keras Andrie Yunus - detikNews,"Wed, 18 Mar 2026 07:54:06 GMT",detikNews,https://news.google.com/rss/articles/CBMitAFBVV95cUxQN205bzZudnZGZkhZSGJkX2VDQWFuOTJSWUMtc0luYjEwb3BibHlvSWpjaDFrZzN2S2FpZjBrbGd6WVlTUk9POHB2UnlNOFBEUHVhMDNfQ2tMOFlYeUR0UHM4Q2x2bFREeGMwcVQ5M0NYZVFYTTZON3ZaaldLQnVBNVNYR0E0Zkh5ckxyMlRqOGxISWQ5aUZMNWhWVzFZb3o0ZWxuSUtubWF4Z0FOV19WZmJ6M3TSAboBQVVfeXFMTmpGZnBJLUlGbmJaVFhrbjJjLWNrTUdYaDE5eWtQSGxxazNJWTZQdmJtaVprUlNfR3pCVUtHZlplbi1DZzBQOUdhOVhPcjhFU1FLdVJBX3ZpRGEtdzRYeWUzcF9qaHpFVXJfWnd2WG56bmh3RFpReHU3dzNHX3RkVERaMng5U0wzbUsyXzJncXNqT01VcHVZUUpRLXVzNERsZ0hsU0Q0cHdXYzJxWFZjemJ0SkZhOGtOSVNB?oc=5&hl=en-ID&gl=ID&ceid=ID:en
"Koordinator Kontras Ungkap Kondisi Terkini Andrie Yunus, Masih Dirawat di HCU - Kompas.com","Wed, 18 Mar 2026 08:00:00 GMT",Kompas.com,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOSFpkdjZzU0w2cGxiWmp6NWNMejZXa2R2R1VPOEc2bVZRQktrdllNcnlvQjNlWHdybUFFU0ZIU1dkWFY3Uk9lOTFXNW5adlZPTzVyWm9UUDNiRGJwQzNSTWt2X3U0TXVqQmpaUTZCdDhkWV83VFhWV08tX0dGaEdGUk53NXVva1owd3BLM2Z4OU1UQWV0VFRIT1diZnEzWHBjblBzcUJSbVRWQVVvTUJjVjVxaGcwejhBVGUwTmhQXy1VbTRLSDJ0bA?oc=5&hl=en-ID&gl=ID&ceid=ID:en
Puspom TNI Selidiki Dalang Penyiraman Air Keras Andrie Yunus - Kompas.com,"Wed, 18 Mar 2026 09:07:00 GMT",Kompas.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxOQWVMczhjX3JjeGhXdUhCc1pVa25uWUlkQ2RDeVJXRC10Q2s4LTI5UkhDZVE1UzFlSElmQ1dkNUVkWExURkdGcjdqUFhUTGd6TFFZYWIxeTFVOXp4dVJVbmo5aVdZQ1ZoTkc0c0E2RWdYRjlKLUhFSzFCRXdzaUpKUGlLUDdEY25Da3lJUVgtdkhuUEQ5YWxQTDFCZHNmbjNKR0s5RFM3VER5QWZtb1NoWmJncw?oc=5&hl=en-ID&gl=ID&ceid=ID:en
"Semua Fraksi Sepakat, DPR Bentuk Panja Kasus Penyiraman Air Keras Andrie Yunus KontraS - Liputan6.com","Wed, 18 Mar 2026 10:02:16 GMT",Liputan6.com,https://news.google.com/rss/articles/CBMixwFBVV95cUxQc1RhazZyOFhfbENhanNuVi1qcXo2V29zMFpCd0FlVHVCWDBidk0zS3BzbkhXTzJoSHNGUElmY1lIU2hWZ3J6c1hWd3ZXOFlJSmN1b0VraG9HcXZkemhaVHVTMGhyYV9TV1RqVU14c0ZlNGNNWnNaQWNZRm8zWnRtWWhPd0w2NnBqeFhER1Ryb0FZM1FqaW1uWkowLWdrUVVkbkNfeGxlMWs3NnJxM1RNVkRoRUNtLTJGeE1GSEIyeWs0YVl4RmJB?oc=5&hl=en-ID&gl=ID&ceid=ID:en
"4 Pelaku Penyiraman Andrie Yunus Anggota BAIS TNI, Ini Pangkatnya - MetroTVNews.com","Wed, 18 Mar 2026 10:31:03 GMT",MetroTVNews.com,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNX2VmOGNGcVpheVdDSXUwMXZoYTJLb05WMTFiLWtMRkxwOFJNUW1pdGY5cm1xYWQ0djNOVWxSVWNPSnlieW9wN2U3SldWTG9IQmVRR29wUFRrS3Q1STVlUk85ckhnMVJHdXpSdDJjM09YVnJVbDhkTXFZY2lVTnhVZ3h0OTlORklyWC1xMGZVMjRFLUl1aXQtMEpRcWJZTkNIZUZYZlY1c280dw?oc=5&hl=en-ID&gl=ID&ceid=ID:en
Kondisi Mata Andrie Yunus: Fungsi Menurun karena Air Keras - Tempo.co,"Wed, 18 Mar 2026 07:04:43 GMT",Tempo.co,https://news.google.com/rss/articles/CBMimAFBVV95cUxPY2dhdzVERWQxNzluTmtfbUt4ZEFuU2V5cXBmOEp2UVVSckMzbFhPaU5RNFdlWnJkcVhJNnluYWpKZlNCWk1hQjBXNFBmS0psRXo0OVdWVmdnQVNuN3A3QlJheHZ3NDdXVERzOE5OVE1xNGp3MTlCZFctTXlnRS0zQVVCcjFfSXVrZXVyeDI5dnNsZjQ1d2FRZA?oc=5&hl=en-ID&gl=ID&ceid=ID:en
"Endus Operasi Besar, Koalisi Sipil Desak Bentuk TGPF Andrie Yunus - CNN Indonesia","Wed, 18 Mar 2026 10:02:57 GMT",CNN Indonesia,https://news.google.com/rss/articles/CBMixwFBVV95cUxQX3h3cHhYQ25aekN5eXFsTkNkQnFVaE1iT25Pd2M2T3BlWWo4WGdIY3RWTEw5ODJRQ0NXM0xPMUh6NlhDcHU0R0pDWEhpYi1wN05EY2dheDhuTWowMlBiNkd6bktSOElZam91aXB3TWRXT3lzeDFpNHlQVnZVSm1RVXZGZWhycUZnUDRwSVByWmYzcXBaTUhiOUMzQ044YzNoN0pJM1R2NDEteEVKTXlzTXAtT0plbnl1VXpCSW11NkdodF85bHBB0gHMAUFVX3lxTE8zYzhFOE1zc21mV2JfY3lnSk5zNEdtWTVRNGIzb0M4OWFaMklqSFd3SERTMXB0cUpCdnQzMHdSdWZhc0FxMFhILWVEN0JvaElvd3F3aXB3ZGVZYUxXWk1ybEZVTFlBd0p2anJtUVNIamYtSWlXQ0EtWGZmTU1ZVGJQbXhtRlh6dmpBZ3lwNkVFZ2ZUMWdsbTlwSXFKSndhaWtGVlRfUHhCRTdwQnhFV3ozWnVPZzF3MW9FeGZ6SHNRRU4xcUctcjJjeWY2UA?oc=5&hl=en-ID&gl=ID&ceid=ID:en
Komisi III Minta Pelayanan Kesehatan Terbaik untuk Andrie Yunus: Harus yang VIP - Kompas.com,"Wed, 18 Mar 2026 10:22:00 GMT",Kompas.com,https://news.google.com/rss/articles/CBMixgFBVV95cUxPUmZPamJlZ1NmX2RyUmdhYlhYTXdHQXhPTWpfT3RHY0pETXUweWtFbV92bkphZi0wOVA3bmVMeFdrc0RRNncwZzFkakU1WGlDR01ORlhnWjJwVU1NT3lLUjk1eGlnQjZwRkt2X2p4ZWdOX0J6VDF1cFUwY1ppaDZleWtSbXJ3c0dRSlU3LVV1UlRMTmJYcEduMTlnVHRweDZmYmwtNlFyNmdOQTZCQ2RZYkhtUFJIMDBaQ3k1S1JqNU9fa1NZV0E?oc=5&hl=en-ID&gl=ID&ceid=ID:en
"Pelaku TNI Penyiraman Air Keras ke Aktivis KontraS Andrie Yunus, Siapa Aktor Intelektualnya? - harianfajar","Wed, 18 Mar 2026 10:21:05 GMT",harianfajar,https://news.google.com/rss/articles/CBMiyAFBVV95cUxORWtMSzI1ZjdqdUhocXQ4SF9yWnp3eFhqNkxFZzF5T2ZIbHZaTUlweGVkVFlFTGdTaDllNFBTSFRuQ0VXOXRYUVVkTENwQTJYaXJuMk9qSHpkTDl5RExycWNhblZkeUpuN1VoYVRQYWw1M29uSHVmRlZhYzZrOVg4Tm45TTZQTGN2UjNTVW53QkF6eDAwMFZNQjRjR19aSEhLYVpsWlZibnhjM0F3VjNiQ2xrRC0tQmt1bC1wN2JGeHVhVjVkZUFoUA?oc=5&hl=en-ID&gl=ID&ceid=ID:en
KontraS Beberkan Kondisi Terkini Andrie Yunus - Liputan6.com,"Wed, 18 Mar 2026 10:51:59 GMT",Liputan6.com,https://news.google.com/rss/articles/CBMikgFBVV95cUxNWmdIeWdBS0lmLUZnMzh1ZDZfRlRJN1dCWFZISTFvZm1qeGtxSDBremtZWUFoZ3BhQXp2YWk5TlliZENGbGFDaHVkUEo4YmJsazF4a2JfemM2XzhodXBKSGNKQUUyaUNJNHZkdmJuTl9yNTNlY3VWQ1NtQ1E3UzZIVjZJWEJpNnhKdzZaME8zNFlMUQ?oc=5&hl=en-ID&gl=ID&ceid=ID:en
"Kejahatan: Pelaku penyiraman air keras terhadap aktivis Kontras Andrie Yunus 'berjumlah empat orang', kata polisi - BBC","Mon, 16 Mar 2026 11:34:23 GMT",BBC,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9VSU1BTHJUbmhVS1BIODdOdTNCVTZLS3lYTk5xYkJ4SUl4UF9pRWxuT0RiaXFGdWd3ajBSTmVFa1VhellSajVjbEtzUEttVnFrREVwUW8wRUVOekxqd1IzS9IBZkFVX3lxTE9BMG5VVXJGQU5DYllwTHFDaHVEZVplalU1cHAyR3dIQkFsblNZSmFKNVpxM0dENllZYTFfSE5QV1NPMTdDREZUZmJ6VDdRNVR0V2JCVHFSSzcya042RmVOc0pGUnI1dw?oc=5&hl=en-ID&gl=ID&ceid=ID:en
4 TNI Penyiram Air Keras Andrie Yunus Cuma Dijerat Pasal Penganiayaan - CNN Indonesia,"Wed, 18 Mar 2026 09:23:20 GMT",CNN Indonesia,https://news.google.com/rss/articles/CBMizgFBVV95cUxOWFo5RlAtM3JHYkdjT0Z1TVI1Y0d1aFYzbk9RX3A3aVVWak9KQmNYa3ZVYnhFT0hHSHRMT1NIb2hHRGU5dldzU2pqMHFZTVZ2NlFSQ0dpUHkxVkpHY1djUmthby1GRGpTOGtIWkdxM0k1bG1UOXdqZnU0WUhHdFNudFl1Y1VINDAwQXF3Vy10ZU1uZjBoMGdKV1ZMYmhKUUQ5dTU4N0x1VnhMUVJFaVZfZGJYMTZISVRDTDhLOWdsZW1PM1NIOE9VeUxjeGcwZ9IB0wFBVV95cUxPcmhIMXVMck5iRXNJTFNHMnNNb2tjcnFhQUJkT25ZUnRUQmhnWkV5aU5UUnpWaW9uNzdFNUpIazlmUDBtU3lBUWlwdWFUdUx5QXlzNjN6STJaOU9nS2V5eS1IR3dPYmIzLUJCN3lPZXd1UDl0RTVBMWVRODdWRE5jRHlNVkE0dmNQTl8wSElqdTlFWVlQd2JNMkt4ZVptTy05cUJxXzYyR3hlRXhqUGNNbDVWQUpSYXBSRHdwNUdzbXR4cFlHWGFrVUVWTmY4aGlSQURj?oc=5&hl=en-ID&gl=ID&ceid=ID:en
Habiburokhman Apresiasi Polri Serius-Profesional Usut Penyiram Air Keras Andrie Yunus - detikNews,"Wed, 18 Mar 2026 07:49:12 GMT",detikNews,https://news.google.com/rss/articles/CBMiwwFBVV95cUxON25KejctWEktS0dCWGZZeDdYcTBhajRteUt0QUQzVHh5dGZ2MElQNFFlV3FJaXhjLWxaclltTHlISTV1b1VXOXI0dGxKRnl0MHdsYW9ZT2RWMjU2R3FBWVVjR3ZxSnF1WEJSYl9XYTFtR3ZjLVNoN1Q5eXBxb2owYlo3TDYwYVdCWk4tMV9VRkdJZGc3dEYyN3RzOVNuZHdFTUw0TkpJdXlCaF82WkdxclR4TFNEXy12TVBZazJSOG9tLWvSAcgBQVVfeXFMTmVBWHlQcThsUURqaW9rbkNpMV9jOGVrdVZpTjlwaUFET2FxRVJXck1maGlYS3JaR3FqZnBiU1NmVDVnVU9pU25OUEpLdHNDVnNiREIzWW5vV2VyS1ZVYTlRcXlBejBwU2hMQnRzRVRpVDJibTA3d2pRV1hsRWJ3cDF0dlFVajQ5aGtkNGNCcEdjQTN0djhLNWhUWVZ1ellCUUtST0otVkJYTHdiSEI3V0ZSWHVKZVRyMWpjRTRKeTFzbUwyb2cxM0M?oc=5&hl=en-ID&gl=ID&ceid=ID:en
